Localidad,Latitud,Longitud,NumAccidentes
LOCALIDAD LOS MARTIRES,4.614189573356517,-74.08389198988002,1
LOCALIDAD DISTRITO CAPITAL,4.628521461978576,-74.12249323391268,1
LOCALIDAD KENNEDY,4.61917543504088,-74.1431666787185,1
LOCALIDAD KENNEDY,4.634721752150792,-74.16308027123362,1
LOCALIDAD DISTRITO CAPITAL,4.5544466988987935,-74.13768217503099,1
LOCALIDAD BOSA,4.609817303058046,-74.18516867292963,1
LOCALIDAD DISTRITO CAPITAL,4.743244543978674,-74.0452699830201,1
LOCALIDAD DISTRITO CAPITAL,4.588803782489294,-74.10939896822575,1
LOCALIDAD CANDELARIA,4.598190796767439,-74.07908974891421,1
LOCALIDAD CIUDAD BOLIVAR,4.5597128912994185,-74.13900096864597,1
LOCALIDAD FONTIBON,4.661850409239843,-74.13358597597211,1
LOCALIDAD ENGATIVA,4.685526132949753,-74.09329319490581,1
LOCALIDAD SAN CRISTOBAL,4.561122180216482,-74.09341528387434,1
LOCALIDAD ENGATIVA,4.703816842063106,-74.13641941948548,1
LOCALIDAD SAN CRISTOBAL,4.5571390187526895,-74.09096848667943,1
LOCALIDAD KENNEDY,4.613492330154813,-74.17163320522384,1
LOCALIDAD CHAPINERO,4.684089409459816,-74.04682925279715,1
LOCALIDAD CIUDAD BOLIVAR,4.552805844541807,-74.14225422408853,1
LOCALIDAD DISTRITO CAPITAL,4.611359496996247,-74.21314003321996,1
LOCALIDAD USAQUEN,4.698367304569738,-74.03016712113653,1
LOCALIDAD ANTONIO NARIÑO,4.589173944375989,-74.10883060379153,1
LOCALIDAD ENGATIVA,4.688280518165728,-74.11802851774776,1
LOCALIDAD TEUSAQUILLO,4.651460080576364,-74.0930033685595,1
LOCALIDAD ENGATIVA,4.6853774348395225,-74.10424730431932,1
LOCALIDAD ENGATIVA,4.661800566316735,-74.11536605289467,1
LOCALIDAD KENNEDY,4.629779309302009,-74.13760973447712,1
LOCALIDAD PUENTE ARANDA,4.600773590688113,-74.10411963657832,1
LOCALIDAD TUNJUELITO,4.572501106520749,-74.12950275560237,1
LOCALIDAD KENNEDY,4.615852356704622,-74.14043918487614,1
LOCALIDAD DISTRITO CAPITAL,4.6410190454367,-74.0702899939565,1
LOCALIDAD BOSA,4.597815866037687,-74.179349844818,1
LOCALIDAD SAN CRISTOBAL,4.566522983587247,-74.09386822404544,1
LOCALIDAD SAN CRISTOBAL,4.570715366191332,-74.0830009784769,1
LOCALIDAD USME,4.501220024723464,-74.09904206414764,1
LOCALIDAD SUBA,4.732553749986254,-74.09996737260144,1
LOCALIDAD DISTRITO CAPITAL,4.578967761231665,-74.10667081518937,1
LOCALIDAD TUNJUELITO,4.559640224583527,-74.12379433707775,1
LOCALIDAD BARRIOS UNIDOS,4.669195319945321,-74.08361369693509,1
LOCALIDAD BARRIOS UNIDOS,4.685251883574447,-74.06365954038365,1
LOCALIDAD DISTRITO CAPITAL,4.543698185518311,-74.12089313375537,1
LOCALIDAD CIUDAD BOLIVAR,4.547501416616724,-74.15448341567658,1
LOCALIDAD KENNEDY,4.630971525340176,-74.14355817577966,1
LOCALIDAD KENNEDY,4.635242921908347,-74.15256808462601,1
LOCALIDAD TEUSAQUILLO,4.625673197125668,-74.08760035291647,1
LOCALIDAD RAFAEL URIBE URIBE,4.542104807792542,-74.10510289111204,1
LOCALIDAD KENNEDY,4.649488411296188,-74.17411560185774,1
LOCALIDAD DISTRITO CAPITAL,4.702147389856887,-74.02952178652708,1
LOCALIDAD TEUSAQUILLO,4.648749694255242,-74.08854436947962,1
LOCALIDAD CHAPINERO,4.641726469485438,-74.06486207706274,1
LOCALIDAD DISTRITO CAPITAL,4.625869387973376,-74.09245005924977,1
LOCALIDAD USME,4.534535227289359,-74.11375634673146,1
LOCALIDAD ENGATIVA,4.696080939285449,-74.10623515465339,1
LOCALIDAD ENGATIVA,4.7034008955276425,-74.12927935188813,1
LOCALIDAD DISTRITO CAPITAL,4.595564301321278,-74.16450536963924,1
LOCALIDAD CIUDAD BOLIVAR,4.545271453475024,-74.15048383029573,1
LOCALIDAD SAN CRISTOBAL,4.543620029510778,-74.09430251055775,1
LOCALIDAD PUENTE ARANDA,4.627485761870083,-74.11164059711459,1
LOCALIDAD DISTRITO CAPITAL,4.552174830855252,-74.13652207672561,1
LOCALIDAD USME,4.511958911584535,-74.11513580465086,1
LOCALIDAD PUENTE ARANDA,4.615348207676597,-74.1129989014472,1
LOCALIDAD ENGATIVA,4.7139084482682625,-74.10515755018587,1
LOCALIDAD TEUSAQUILLO,4.642226913476047,-74.07394848414683,1
LOCALIDAD TEUSAQUILLO,4.657376129071714,-74.1002259901386,1
LOCALIDAD SUBA,4.756997787342259,-74.06146251708002,1
LOCALIDAD SUBA,4.730023985766199,-74.07478862528781,1
LOCALIDAD KENNEDY,4.610649025400711,-74.13132255618513,1
LOCALIDAD DISTRITO CAPITAL,4.6123680549140085,-74.17717862243049,1
LOCALIDAD RAFAEL URIBE URIBE,4.584710590999624,-74.12769413906958,1
LOCALIDAD PUENTE ARANDA,4.614298219035109,-74.11970714841833,1
LOCALIDAD FONTIBON,4.669667427227949,-74.12753604322998,1
LOCALIDAD KENNEDY,4.617186336683754,-74.15148974354715,1
LOCALIDAD SUBA,4.697967841019315,-74.0825484531805,1
LOCALIDAD TEUSAQUILLO,4.647153566047749,-74.07843154037113,1
LOCALIDAD TEUSAQUILLO,4.635432154937227,-74.07968178465039,1
LOCALIDAD KENNEDY,4.639338588475807,-74.15841401504497,1
LOCALIDAD BARRIOS UNIDOS,4.661005332462712,-74.08768116753744,1
LOCALIDAD DISTRITO CAPITAL,4.75058769446322,-74.04400662664611,1
LOCALIDAD CIUDAD BOLIVAR,4.555193927930251,-74.14987727175614,1
LOCALIDAD PUENTE ARANDA,4.627075089601481,-74.10160758448565,1
LOCALIDAD USME,4.516775700319576,-74.08954076468532,1
LOCALIDAD ANTONIO NARIÑO,4.587282124636535,-74.08635122733654,1
LOCALIDAD TEUSAQUILLO,4.6280149560118105,-74.0728761969783,1
LOCALIDAD KENNEDY,4.615689545015705,-74.1404483955612,1
LOCALIDAD CHAPINERO,4.684443570006123,-74.04784751658349,1
LOCALIDAD TEUSAQUILLO,4.641564683427403,-74.0724979409262,1
LOCALIDAD KENNEDY,4.624768880044651,-74.1686091206816,1
LOCALIDAD DISTRITO CAPITAL,4.592127781356881,-74.12746878896985,1
LOCALIDAD TEUSAQUILLO,4.6253406010093165,-74.08221896009746,1
LOCALIDAD CIUDAD BOLIVAR,4.5616813529418385,-74.14363187618918,1
LOCALIDAD USAQUEN,4.743098978940301,-74.0381474087043,1
LOCALIDAD SANTA FE,4.6062155980085295,-74.07319296070371,1
LOCALIDAD DISTRITO CAPITAL,4.741057647634183,-74.0337683944224,1
LOCALIDAD CHAPINERO,4.661064549903533,-74.0504483769865,1
LOCALIDAD ENGATIVA,4.667320031014086,-74.09535407182334,1
LOCALIDAD FONTIBON,4.673723368367381,-74.14503915241754,1
LOCALIDAD KENNEDY,4.617624198930881,-74.13951754213987,1
LOCALIDAD SANTA FE,4.602348667065881,-74.07670458853228,1
LOCALIDAD FONTIBON,4.672360156160278,-74.12522475460867,1
LOCALIDAD KENNEDY,4.637773071342525,-74.16552879279512,1
LOCALIDAD BOSA,4.617392404157325,-74.18844146435613,1
LOCALIDAD CIUDAD BOLIVAR,4.588013218180059,-74.16633508248589,1
LOCALIDAD PUENTE ARANDA,4.6262404532235895,-74.09260283841297,1
LOCALIDAD TEUSAQUILLO,4.627110249475799,-74.07276018222234,1
LOCALIDAD BOSA,4.607355002432815,-74.18356684637715,1
LOCALIDAD TUNJUELITO,4.594162748992305,-74.134632835745,1
LOCALIDAD CHAPINERO,4.684978552469839,-74.04880242920865,1
LOCALIDAD SUBA,4.722277525231085,-74.05210573665086,1
LOCALIDAD RAFAEL URIBE,4.566002390624618,-74.12629254985207,1
LOCALIDAD BARRIOS UNIDOS,4.733526577828049,-74.04954791414212,1
LOCALIDAD BOSA,4.62965442775727,-74.19275474649487,1
LOCALIDAD SAN CRISTOBAL,4.57251232098343,-74.0947711305184,1
LOCALIDAD USME,4.538390546310914,-74.11527497088825,1
LOCALIDAD ANTONIO NARIÑO,4.582582128852963,-74.1035654164608,1
LOCALIDAD KENNEDY,4.639612065021083,-74.16018065676816,1
LOCALIDAD ANTONIO NARIÑO,4.587075988734857,-74.102117521845,1
LOCALIDAD DISTRITO CAPITAL,4.612536747642908,-74.21430166082655,1
LOCALIDAD BARRIOS UNIDOS,4.686624047855068,-74.0548946610347,1
LOCALIDAD PUENTE ARANDA,4.626205486905989,-74.1006440946841,1
LOCALIDAD USME,4.4971980944476995,-74.10177801098045,1
LOCALIDAD PUENTE ARANDA,4.636510988656271,-74.11700226515299,1
LOCALIDAD ENGATIVA,4.688026307613395,-74.096066775514,1
LOCALIDAD KENNEDY,4.62131168184131,-74.15949006209098,1
LOCALIDAD KENNEDY,4.637503678023694,-74.15957012053389,1
LOCALIDAD FONTIBON,4.672881414514076,-74.14446317937168,1
LOCALIDAD KENNEDY,4.617851678474824,-74.14811740542297,1
LOCALIDAD SAN CRISTOBAL,4.576806857321809,-74.09308909920222,1
LOCALIDAD RAFAEL URIBE URIBE,4.551407612530858,-74.10822824857675,1
LOCALIDAD BOSA,4.617917391281311,-74.18872934520563,1
LOCALIDAD DISTRITO CAPITAL,4.627303997760662,-74.13283482421112,1
LOCALIDAD SAN CRISTOBAL,4.569066023522713,-74.08062336371765,1
LOCALIDAD FONTIBON,4.663838904098131,-74.13967794045637,1
LOCALIDAD KENNEDY,4.627117548057556,-74.150648555439,1
LOCALIDAD ANTONIO NARIÑO,4.58441413026697,-74.10738519974235,1
LOCALIDAD DISTRITO CAPITAL,4.741366816875006,-74.03493104536065,1
LOCALIDAD BOSA,4.607868705790231,-74.18190754043762,1
LOCALIDAD PUENTE ARANDA,4.604042536106401,-74.1287614103549,1
LOCALIDAD RAFAEL URIBE,4.588920756774638,-74.10890303277641,1
LOCALIDAD BOSA,4.621372331041463,-74.19617178684865,1
LOCALIDAD LOS MARTIRES,4.603029991336775,-74.09302895126729,1
LOCALIDAD FUSCA,4.81016922122537,-74.03706206123357,1
LOCALIDAD DISTRITO CAPITAL,4.653352719626066,-74.13051316340196,1
LOCALIDAD KENNEDY,4.613084492288856,-74.14054167658749,1
LOCALIDAD KENNEDY,4.6198743279074685,-74.167938707484,1
LOCALIDAD USAQUEN,4.694224918747638,-74.03699759037657,1
LOCALIDAD BOSA,4.629441304975659,-74.20424922692582,1
LOCALIDAD DISTRITO CAPITAL,4.598543356845287,-74.10014703976852,1
LOCALIDAD SANTA FE,4.606081242113599,-74.0742117731605,1
LOCALIDAD USME,4.508656067769984,-74.11417536945508,1
LOCALIDAD DISTRITO CAPITAL,4.516454353368645,-74.14507327368752,1
LOCALIDAD USME,4.50110417277285,-74.0859369558734,1
LOCALIDAD RAFAEL URIBE URIBE,4.565694639855487,-74.12613066794991,1
LOCALIDAD SANTA FE,4.603450067283704,-74.06811238511416,1
LOCALIDAD KENNEDY,4.623112065147771,-74.16738502029474,1
LOCALIDAD DISTRITO CAPITAL,4.596550747220287,-74.09811227555765,1
LOCALIDAD LOS MARTIRES,4.623614895792575,-74.08376270274995,1
LOCALIDAD PUENTE ARANDA,4.6015611373936895,-74.13381259525654,1
LOCALIDAD KENNEDY,4.630793865692945,-74.13878946685456,1
LOCALIDAD ANTONIO NARIÑO,4.5904008763636295,-74.09902143854876,1
LOCALIDAD CIUDAD BOLIVAR,4.578322310306996,-74.15616909622003,1
LOCALIDAD TUNJUELITO,4.557232997275384,-74.12291387980437,1
LOCALIDAD BOSA,4.634926989818129,-74.19969043553219,1
LOCALIDAD BOSA,4.638286863889619,-74.1872366765522,1
LOCALIDAD SAN CRISTOBAL,4.569832136936717,-74.09982239213782,1
LOCALIDAD KENNEDY,4.628723995183358,-74.17040750985313,1
LOCALIDAD ENGATIVA,4.702357937839951,-74.13436559678057,1
LOCALIDAD KENNEDY,4.622780044467502,-74.15436786222273,1
LOCALIDAD KENNEDY,4.618854129331376,-74.13928167450051,1
LOCALIDAD PUENTE ARANDA,4.62568200488884,-74.09446059754305,1
LOCALIDAD LOS MARTIRES,4.601330718214593,-74.09404973966464,1
LOCALIDAD SANTA FE,4.6052814732354275,-74.07132817130294,1
LOCALIDAD ENGATIVA,4.6793913837219145,-74.08492572304448,1
LOCALIDAD SAN CRISTOBAL,4.561224614110784,-74.08148967011296,1
LOCALIDAD KENNEDY,4.59944650600607,-74.13550988909128,1
LOCALIDAD LA CANDELARIA,4.589687324870819,-74.07161879142888,1
LOCALIDAD BOSA,4.625663740484345,-74.1914611036458,1
LOCALIDAD PUENTE ARANDA,4.625420276286028,-74.12368701484995,1
LOCALIDAD KENNEDY,4.6147251611273035,-74.13588808400299,1
LOCALIDAD SUBA,4.752199459463629,-74.06501243475323,1
LOCALIDAD CIUDAD BOLIVAR,4.552407359753617,-74.14185808022033,1
LOCALIDAD KENNEDY,4.623376502967542,-74.15389837958051,1
LOCALIDAD LOS MARTIRES,4.6063559766530595,-74.08379384932115,1
LOCALIDAD USME,4.510916769065539,-74.09889492581742,1
LOCALIDAD CIUDAD BOLIVAR,4.574873507854553,-74.1541629452059,1
LOCALIDAD CIUDAD BOLIVAR,4.574864451459033,-74.1541539415307,1
LOCALIDAD SUBA,4.727043648437693,-74.06480281401556,1
LOCALIDAD KENNEDY,4.639654477644029,-74.13537103970553,1
LOCALIDAD TUNJUELITO,4.59053902116916,-74.14512102691413,1
LOCALIDAD SUBA,4.7578798363444825,-74.07828598939108,1
LOCALIDAD DISTRITO CAPITAL,4.678080161985724,-74.05123687621466,1
LOCALIDAD SANTA FE,4.618792705415501,-74.06918316303133,1
LOCALIDAD DISTRITO CAPITAL,4.654566368684976,-74.10290706959793,1
LOCALIDAD USAQUEN,4.692380579179177,-74.05088402116482,1
LOCALIDAD KENNEDY,4.615637404565809,-74.16495973136661,1
LOCALIDAD ENGATIVA,4.697990089497807,-74.09263699736991,1
LOCALIDAD DISTRITO CAPITAL,4.62042048751834,-74.12568542977405,1
LOCALIDAD ANTONIO NARIÑO,4.58648578836833,-74.10034243748512,1
LOCALIDAD SANTA FE,4.605556917700851,-74.07445584255981,1
LOCALIDAD KENNEDY,4.617759873461069,-74.1395083638399,1
LOCALIDAD BARRIOS UNIDOS,4.662402578498987,-74.07706843273378,1
LOCALIDAD DISTRITO CAPITAL,4.627997048770306,-74.1226831926731,1
LOCALIDAD SAN CRISTOBAL,4.548522333057619,-74.10118296290594,1
LOCALIDAD SUBA,4.7600972503356935,-74.06580424614957,1
LOCALIDAD ENGATIVA,4.682165930871094,-74.08998883028323,1
LOCALIDAD ENGATIVA,4.679173778679455,-74.11263060858556,1
LOCALIDAD BOSA,4.595964257857469,-74.16616358901523,1
LOCALIDAD PUENTE ARANDA,4.619952285252117,-74.09853351584474,1
LOCALIDAD KENNEDY,4.616527414437555,-74.13766181685732,1
LOCALIDAD SAN CRISTOBAL,4.5720821881948615,-74.09083249946745,1
LOCALIDAD DISTRITO CAPITAL,4.654147880535603,-74.12253370150809,1
LOCALIDAD DISTRITO CAPITAL,4.75226958500796,-74.02424064747497,1
LOCALIDAD SUBA,4.7530355076479305,-74.1159180317373,1
LOCALIDAD ENGATIVA,4.705168724077168,-74.11802533147342,1
LOCALIDAD SUBA,4.753353762284612,-74.05579616762192,1
LOCALIDAD SAN CRISTOBAL,4.558965806518005,-74.09063267504347,1
LOCALIDAD TEUSAQUILLO,4.633876473665044,-74.07980099033661,1
LOCALIDAD SANTA FE,4.601688809903197,-74.07706601693832,1
LOCALIDAD ENGATIVA,4.662175034454647,-74.09686620625797,1
LOCALIDAD BOSA,4.611030743159253,-74.20225042393349,1
LOCALIDAD ENGATIVA,4.679366894200797,-74.10092822972656,1
LOCALIDAD SAN CRISTOBAL,4.551316752332275,-74.08627957950726,1
LOCALIDAD USAQUEN,4.733184070449471,-74.01802837378033,1
LOCALIDAD DISTRITO CAPITAL,4.643077765357225,-74.12396276519871,1
LOCALIDAD KENNEDY,4.61624320281194,-74.17245036861917,1
LOCALIDAD KENNEDY,4.631147175348969,-74.14668616613092,1
LOCALIDAD DISTRITO CAPITAL,4.648970502803809,-74.1271919374606,1
LOCALIDAD SANTA FE,4.606387298660831,-74.0730665353655,1
LOCALIDAD DISTRITO CAPITAL,4.767808015577604,-74.02953846333808,1
LOCALIDAD SANTA FE,4.608254306890968,-74.07584960683167,1
LOCALIDAD ENGATIVA,4.690055988409789,-74.0987508230845,1
LOCALIDAD DISTRITO CAPITAL,4.486945808867491,-74.10624302340322,1
LOCALIDAD FUSCA,4.775388487322717,-74.04271906620102,1
LOCALIDAD CHAPINERO,4.682665127211699,-74.04379299132655,1
LOCALIDAD ENGATIVA,4.695175004211644,-74.10516343795322,1
LOCALIDAD KENNEDY,4.642291952490632,-74.15457005950108,1
LOCALIDAD FONTIBON,4.67017598129417,-74.14383537480441,1
LOCALIDAD SAN CRISTOBAL,4.5744282312932905,-74.09338054540312,1
LOCALIDAD TEUSAQUILLO,4.625828794393341,-74.08901547516064,1
LOCALIDAD SAN CRISTOBAL,4.5412983103911015,-74.08237123330598,1
LOCALIDAD FONTIBON,4.676949643775626,-74.12066622448667,1
LOCALIDAD BARRIOS UNIDOS,4.678129071643673,-74.06067590237326,1
LOCALIDAD DISTRITO CAPITAL,4.608462099885606,-74.21069118036799,1
LOCALIDAD DISTRITO CAPITAL,4.62883705311755,-74.12168150357037,1
LOCALIDAD KENNEDY,4.630900886923666,-74.13753625645984,1
LOCALIDAD DISTRITO CAPITAL,4.566834231917596,-74.10400866301914,1
LOCALIDAD LOS MARTIRES,4.603960870459693,-74.09238774157886,1
LOCALIDAD KENNEDY,4.613358185961229,-74.13500629209912,1
LOCALIDAD SUBA,4.749831553768318,-74.05984026270536,1
LOCALIDAD KENNEDY,4.637139325178502,-74.16506976582362,1
LOCALIDAD SUBA,4.755394138061696,-74.04639834841502,1
LOCALIDAD LOS MARTIRES,4.602117099121157,-74.09358900591108,1
LOCALIDAD BOSA,4.611099575762216,-74.20717246676621,1
LOCALIDAD ENGATIVA,4.693750866430315,-74.08811661594999,1
LOCALIDAD LOS MARTIRES,4.608786752583812,-74.09597844231551,1
LOCALIDAD SAN CRISTOBAL,4.543881447547364,-74.07931231019673,1
LOCALIDAD CIUDAD BOLIVAR,4.553158014665289,-74.14174000881295,1
LOCALIDAD USAQUEN,4.737476991888181,-74.04776634648495,1
LOCALIDAD PUENTE ARANDA,4.618439353145361,-74.09671445388051,1
LOCALIDAD PUENTE ARANDA,4.638419573257749,-74.11696383484193,1
LOCALIDAD KENNEDY,4.643515993318042,-74.16456643761299,1
LOCALIDAD BARRIOS UNIDOS,4.6592287087691195,-74.0779200006491,1
LOCALIDAD KENNEDY,4.634196737228626,-74.1551746800184,1
LOCALIDAD LOS MARTIRES,4.598763122868163,-74.09511669100552,1
LOCALIDAD ANTONIO NARIÑO,4.581875869330402,-74.10300741153794,1
LOCALIDAD USME,4.509917460360138,-74.08821533642977,1
LOCALIDAD FONTIBON,4.671651551893693,-74.14475316650915,1
LOCALIDAD LOS MARTIRES,4.611225033623582,-74.08576180981291,1
LOCALIDAD TEUSAQUILLO,4.66409101191186,-74.10971057448889,1
LOCALIDAD SUBA,4.713947493370665,-74.09340973199377,1
LOCALIDAD ENGATIVA,4.680745679053194,-74.11102386212528,1
LOCALIDAD DISTRITO CAPITAL,4.5785869194229525,-74.12790888963464,1
LOCALIDAD USAQUEN,4.735020327942365,-74.02445420053725,1
LOCALIDAD SAN CRISTOBAL,4.5519597212967575,-74.08685565528032,1
LOCALIDAD KENNEDY,4.622049506977628,-74.16381635129117,1
LOCALIDAD ENGATIVA,4.6789509888247185,-74.08709901993268,1
LOCALIDAD SUBA,4.7107903825291375,-74.07267734991844,1
LOCALIDAD ANTONIO NARIÑO,4.583496629551478,-74.10427640608293,1
LOCALIDAD USAQUEN,4.704249464553547,-74.02557904588265,1
LOCALIDAD USAQUEN,4.693794698018283,-74.03331984956668,1
LOCALIDAD ENGATIVA,4.669245671710004,-74.10864927871997,1
LOCALIDAD ENGATIVA,4.692375062479038,-74.10138943859918,1
LOCALIDAD SUBA,4.727960584185721,-74.09455461870635,1
