Localidad,Latitud,Longitud,NumAccidentes
LOCALIDAD LOS MARTIRES,4.624026528123681,-74.08031854029197,1
LOCALIDAD RAFAEL URIBE URIBE,4.582182685102993,-74.11694312098543,1
LOCALIDAD CIUDAD BOLIVAR,4.5895089633003945,-74.16133930953937,1
LOCALIDAD DISTRITO CAPITAL,4.6562680718507,-74.1109194431986,1
LOCALIDAD PUENTE ARANDA,4.607342338476333,-74.12723391905878,1
LOCALIDAD SAN CRISTOBAL,4.566142966056238,-74.0866574683687,1
LOCALIDAD TUNJUELITO,4.583457918984704,-74.13900868210476,1
LOCALIDAD USME,4.50928930822138,-74.11421065605235,1
LOCALIDAD ENGATIVA,4.717731858613428,-74.10292570473084,1
LOCALIDAD USAQUEN,4.70340902771151,-74.03263043213875,1
LOCALIDAD SUBA,4.760919406225153,-74.04531779103043,1
LOCALIDAD CIUDAD BOLIVAR,4.554069348764098,-74.13982795817067,1
LOCALIDAD DISTRITO CAPITAL,4.647864774915208,-74.12545337250455,1
LOCALIDAD SUBA,4.765331442240798,-74.04377890627632,1
LOCALIDAD DISTRITO CAPITAL,4.711400099431258,-74.02898605520797,1
LOCALIDAD USME,4.537807738024657,-74.11211185585273,1
LOCALIDAD SUBA,4.741696325085528,-74.12619307349911,1
LOCALIDAD SANTA FE,4.603856277070596,-74.06747183015787,1
LOCALIDAD SUBA,4.700445344250709,-74.08180592432376,1
LOCALIDAD TEUSAQUILLO,4.661849242823649,-74.09674942384238,1
LOCALIDAD KENNEDY,4.614677811380449,-74.164329814996,1
LOCALIDAD DISTRITO CAPITAL,4.639873526844458,-74.13696644234818,1
LOCALIDAD LA CANDELARIA,4.590365798493023,-74.07864005904209,1
LOCALIDAD DISTRITO CAPITAL,4.579500815746192,-74.14310592172788,1
LOCALIDAD DISTRITO CAPITAL,4.688422208897849,-74.0737437032985,1
LOCALIDAD BARRIOS UNIDOS,4.6770681613574565,-74.08606468374657,1
LOCALIDAD SAN CRISTOBAL,4.563052133677216,-74.09598185694834,1
LOCALIDAD DISTRITO CAPITAL,4.717600561396814,-74.03210593216986,1
LOCALIDAD PUENTE ARANDA,4.627145902015068,-74.1075302469245,1
LOCALIDAD TEUSAQUILLO,4.638186603391829,-74.09725735860802,1
LOCALIDAD BOSA,4.5970163611013115,-74.17633987167316,1
LOCALIDAD TUNJUELITO,4.57051069422142,-74.1292076893767,1
LOCALIDAD CHAPINERO,4.638868734174097,-74.06535264215549,1
LOCALIDAD ENGATIVA,4.693190487812697,-74.1024161829839,1
LOCALIDAD ENGATIVA,4.68142308042356,-74.08913331797824,1
LOCALIDAD KENNEDY,4.608535779016008,-74.1416018625249,1
LOCALIDAD KENNEDY,4.632470120873381,-74.1485687180613,1
LOCALIDAD ANTONIO NARIÑO,4.5940992771931874,-74.11243928250327,1
LOCALIDAD DISTRITO CAPITAL,4.709499975110592,-74.02856495326094,1
LOCALIDAD PUENTE ARANDA,4.639205539688627,-74.11616052123274,1
LOCALIDAD TUNJUELITO,4.58587311843571,-74.13153285616778,1
LOCALIDAD CIUDAD BOLIVAR,4.53901449874011,-74.14511890226632,1
LOCALIDAD TUNJUELITO,4.556145931240343,-74.12161718217631,1
LOCALIDAD KENNEDY,4.6167718673273495,-74.13784181753998,1
LOCALIDAD KENNEDY,4.616197668930542,-74.17218899032463,1
LOCALIDAD SUBA,4.733055821076393,-74.07597472831046,1
LOCALIDAD LOS MARTIRES,4.616898101704124,-74.08691744435338,1
LOCALIDAD ENGATIVA,4.668622291842621,-74.10925409604951,1
LOCALIDAD USME,4.515472375311854,-74.08893849135822,1
LOCALIDAD PUENTE ARANDA,4.616579551802171,-74.11390786028933,1
LOCALIDAD CIUDAD BOLIVAR,4.568506438740045,-74.16284210403235,1
LOCALIDAD BARRIOS UNIDOS,4.6782522219664155,-74.08536895910355,1
LOCALIDAD KENNEDY,4.606292781421002,-74.14188400754982,1
LOCALIDAD SANTA FE,4.604912532778731,-74.065892922918,1
LOCALIDAD DISTRITO CAPITAL,4.609959282429955,-74.17494572530262,1
LOCALIDAD SUBA,4.7350973435412715,-74.08068747134358,1
LOCALIDAD DISTRITO CAPITAL,4.649331837610553,-74.12679482493262,1
LOCALIDAD FONTIBON,4.663459080906343,-74.13240299121267,1
LOCALIDAD USAQUEN,4.7211379412854635,-74.03255182429712,1
LOCALIDAD PUENTE ARANDA,4.593850842046723,-74.13105445887852,1
LOCALIDAD ENGATIVA,4.707234401487971,-74.1064102725855,1
LOCALIDAD FONTIBON,4.678067588717657,-74.1395163496465,1
LOCALIDAD CHAPINERO,4.666548792932017,-74.05243337232169,1
LOCALIDAD PUENTE ARANDA,4.627164938994448,-74.10112968494597,1
LOCALIDAD SAN CRISTOBAL,4.575632516735435,-74.09434354656175,1
LOCALIDAD ENGATIVA,4.693070209259778,-74.1073749628098,1
LOCALIDAD KENNEDY,4.615642442347347,-74.1615611322651,1
LOCALIDAD DISTRITO CAPITAL,4.543643317559098,-74.12040645314842,1
LOCALIDAD TUNJUELITO,4.569428569321934,-74.13197634844356,1
LOCALIDAD DISTRITO CAPITAL,4.765792166579149,-74.02405028854648,1
LOCALIDAD SAN CRISTOBAL,4.57474386769834,-74.09262295939571,1
LOCALIDAD DISTRITO CAPITAL,4.6555720052949905,-74.14039118395435,1
LOCALIDAD DISTRITO CAPITAL,4.614264508758958,-74.21429976156223,1
LOCALIDAD USAQUEN,4.695475456338192,-74.03210043935822,1
LOCALIDAD KENNEDY,4.646924837614835,-74.17876144652762,1
LOCALIDAD KENNEDY,4.636944075006694,-74.16060751826797,1
LOCALIDAD BOSA,4.612904066519173,-74.19497332510582,1
LOCALIDAD KENNEDY,4.632124866187486,-74.15484358354969,1
LOCALIDAD SUBA,4.750903472494663,-74.10401904326702,1
LOCALIDAD KENNEDY,4.635344925888805,-74.16225015037259,1
LOCALIDAD SANTA FE,4.6029541569970664,-74.07627111373667,1
LOCALIDAD ENGATIVA,4.6734937598535256,-74.09895232631875,1
LOCALIDAD ENGATIVA,4.700349308868062,-74.11240553347673,1
LOCALIDAD DISTRITO CAPITAL,4.763224122912974,-74.04397116342749,1
LOCALIDAD KENNEDY,4.634531095096259,-74.15489481626311,1
LOCALIDAD ENGATIVA,4.6776859765523024,-74.10214746374638,1
LOCALIDAD DISTRITO CAPITAL,4.6802043069033274,-74.0567874971333,1
LOCALIDAD DISTRITO CAPITAL,4.654147115850732,-74.121920666935,1
LOCALIDAD ENGATIVA,4.701173222834539,-74.09193866722188,1
LOCALIDAD CHAPINERO,4.651475366284828,-74.06322652050272,1
LOCALIDAD KENNEDY,4.61936732153994,-74.14476207481951,1
LOCALIDAD CANDELARIA,4.5985794291138555,-74.07883684608156,1
LOCALIDAD BARRIOS UNIDOS,4.729719312371933,-74.05018422863839,1
LOCALIDAD DISTRITO CAPITAL,4.640701204582002,-74.06934384242497,1
LOCALIDAD ENGATIVA,4.723805200668355,-74.11996734072633,1
LOCALIDAD SUBA,4.7269794690418685,-74.05086415959464,1
LOCALIDAD FONTIBON,4.685380979275535,-74.15804367214041,1
LOCALIDAD CHAPINERO,4.685178288239444,-74.04934308576894,1
LOCALIDAD CANDELARIA,4.601101048017158,-74.07722001951319,1
LOCALIDAD KENNEDY,4.638687185625199,-74.13585902984585,1
LOCALIDAD BARRIOS UNIDOS,4.687672639270283,-74.0610959142173,1
LOCALIDAD LOS MARTIRES,4.612770497504248,-74.09177258656493,1
LOCALIDAD USME,4.515436181589811,-74.08892952310238,1
LOCALIDAD CHAPINERO,4.658789119237142,-74.06017874617098,1
LOCALIDAD TEUSAQUILLO,4.65396973831877,-74.10320532603966,1
LOCALIDAD PUENTE ARANDA,4.611218577878547,-74.1163935407208,1
LOCALIDAD ENGATIVA,4.683351056018966,-74.11120990023146,1
LOCALIDAD SAN CRISTOBAL,4.569253496358089,-74.0857521260951,1
LOCALIDAD DISTRITO CAPITAL,4.7506875815842,-74.04428599356918,1
LOCALIDAD TEUSAQUILLO,4.635356845966089,-74.07052277049785,1
LOCALIDAD CHAPINERO,4.641030096935645,-74.06496215784664,1
LOCALIDAD USAQUEN,4.698348061052983,-74.04902775450935,1
LOCALIDAD BARRIOS UNIDOS,4.689099765379413,-74.06630498523775,1
LOCALIDAD BARRIOS UNIDOS,4.6540559339794845,-74.07201282415384,1
LOCALIDAD SANTA FE,4.579010264934669,-74.07604951086948,1
LOCALIDAD LOS MARTIRES,4.608199660198224,-74.0966642924237,1
LOCALIDAD BOSA,4.608907913392727,-74.18098684345959,1
LOCALIDAD CIUDAD BOLIVAR,4.547340454156465,-74.15607006067297,1
LOCALIDAD BARRIOS UNIDOS,4.658932873030866,-74.073070222335,1
LOCALIDAD KENNEDY,4.639906500923943,-74.15676357369931,1
LOCALIDAD CIUDAD BOLIVAR,4.545507492803015,-74.15120466822223,1
LOCALIDAD RAFAEL URIBE URIBE,4.575768780274519,-74.12387391808831,1
LOCALIDAD KENNEDY,4.652036427010737,-74.17165145154608,1
LOCALIDAD ENGATIVA,4.698971548268258,-74.11018939585165,1
LOCALIDAD USME,4.497384498188067,-74.10623932776595,1
LOCALIDAD CHAPINERO,4.641138631064893,-74.0649530000813,1
LOCALIDAD DISTRITO CAPITAL,4.6112795866460665,-74.20636092818319,1
LOCALIDAD FONTIBON,4.688605648262211,-74.1616911941371,1
LOCALIDAD CIUDAD BOLIVAR,4.545326224099445,-74.15861433581227,1
LOCALIDAD ENGATIVA,4.683225527617093,-74.09096113722686,1
LOCALIDAD DISTRITO CAPITAL,4.537721870544167,-74.16913331084511,1
LOCALIDAD PUENTE ARANDA,4.627266129273,-74.10962154249668,1
LOCALIDAD PUENTE ARANDA,4.609099189938898,-74.12885441705451,1
LOCALIDAD KENNEDY,4.637751593005112,-74.11808252561039,1
LOCALIDAD ENGATIVA,4.6673393817226065,-74.11049081911017,1
LOCALIDAD LOS MARTIRES,4.6110197441375025,-74.08790754595573,1
LOCALIDAD TEUSAQUILLO,4.624489652742407,-74.08170621459266,1
LOCALIDAD DISTRITO CAPITAL,4.610709673903569,-74.17459328248052,1
LOCALIDAD USAQUEN,4.703810840233318,-74.03537964842499,1
LOCALIDAD ENGATIVA,4.689816689148164,-74.09556861487088,1
LOCALIDAD FONTIBON,4.69628478475282,-74.15362186227088,1
LOCALIDAD TUNJUELITO,4.59534928612798,-74.14340253716558,1
LOCALIDAD BOSA,4.6230469236116525,-74.18921032328188,1
LOCALIDAD ENGATIVA,4.684429067814562,-74.09132922013428,1
LOCALIDAD USAQUEN,4.709038962261441,-74.02878196962185,1
LOCALIDAD ENGATIVA,4.679250244374329,-74.0876756219077,1
LOCALIDAD SANTA FE,4.596641190879056,-74.08392345747988,1
LOCALIDAD USAQUEN,4.701276413515025,-74.034147996597,1
LOCALIDAD BARRIOS UNIDOS,4.657573451204194,-74.07110670022756,1
LOCALIDAD DISTRITO CAPITAL,4.7532284196987975,-74.02425733124119,1
LOCALIDAD PUENTE ARANDA,4.6199433091131885,-74.12018698871118,1
LOCALIDAD KENNEDY,4.6457724052432114,-74.13048639689758,1
LOCALIDAD TUNJUELITO,4.592653643232342,-74.12845974102854,1
LOCALIDAD PUENTE ARANDA,4.6019979700748195,-74.1212096833418,1
LOCALIDAD CHAPINERO,4.684172746557517,-74.04824456171012,1
LOCALIDAD ANTONIO NARIÑO,4.588850326118592,-74.11045359220645,1
LOCALIDAD SAN CRISTOBAL,4.567007074018864,-74.08331216719198,1
LOCALIDAD KENNEDY,4.6244286196702244,-74.14869552263784,1
LOCALIDAD DISTRITO CAPITAL,4.603359458522301,-74.06799531512591,1
LOCALIDAD PUENTE ARANDA,4.623889975741368,-74.09367858809729,1
LOCALIDAD KENNEDY,4.6273191999800884,-74.13787414538419,1
LOCALIDAD KENNEDY,4.618755775071531,-74.14022834928647,1
LOCALIDAD RAFAEL URIBE URIBE,4.558643406593693,-74.12232625823918,1
,4.605217883417208,-74.97177196952325,1
LOCALIDAD USAQUEN,4.712617098060929,-74.0325095233312,1
LOCALIDAD SUBA,4.7709655344770034,-74.08266867540999,1
LOCALIDAD KENNEDY,4.627427737296167,-74.13786499914124,1
LOCALIDAD ENGATIVA,4.6828652020277755,-74.11326606373719,1
LOCALIDAD CHAPINERO,4.650452385176412,-74.06259681984764,1
LOCALIDAD BARRIOS UNIDOS,4.675266863901984,-74.06457434707934,1
LOCALIDAD DISTRITO CAPITAL,4.759454378776672,-74.02618707986773,1
LOCALIDAD KENNEDY,4.631053638036042,-74.16686188418664,1
LOCALIDAD CHAPINERO,4.639770057743117,-74.06291743337795,1
LOCALIDAD USME,4.512438529684557,-74.11529746578529,1
LOCALIDAD ENGATIVA,4.688342872645216,-74.0890792840896,1
LOCALIDAD BARRIOS UNIDOS,4.687336319897786,-74.05987927075556,1
LOCALIDAD SAN CRISTOBAL,4.540178526821565,-74.08384188124717,1
LOCALIDAD BOSA,4.597351680489678,-74.15372183097911,1
LOCALIDAD USAQUEN,4.703412752453679,-74.02880780063384,1
LOCALIDAD SUBA,4.754115691429892,-74.05733692643088,1
LOCALIDAD DISTRITO CAPITAL,4.604724324289677,-74.16937164933431,1
LOCALIDAD CIUDAD BOLIVAR,4.593760829091711,-74.16164083906901,1
LOCALIDAD SAN CRISTOBAL,4.547780180584988,-74.08648234146858,1
LOCALIDAD BARRIOS UNIDOS,4.657374116327764,-74.07085453777214,1
LOCALIDAD KENNEDY,4.616872493115336,-74.15379791219635,1
LOCALIDAD ENGATIVA,4.691701520324921,-74.11227221488642,1
LOCALIDAD SUBA,4.744777387972316,-74.1163342848506,1
LOCALIDAD DISTRITO CAPITAL,4.565370910732789,-74.10566906685543,1
LOCALIDAD BARRIOS UNIDOS,4.665268244768861,-74.07572141832537,1
LOCALIDAD TEUSAQUILLO,4.625355345425144,-74.07964071929405,1
LOCALIDAD RAFAEL URIBE URIBE,4.582900428662076,-74.11948427802751,1
LOCALIDAD ANTONIO NARIÑO,4.594189531513863,-74.11227691086458,1
LOCALIDAD USAQUEN,4.6864797390941595,-74.03534034714528,1
LOCALIDAD KENNEDY,4.614182098668452,-74.1506098624256,1
LOCALIDAD BARRIOS UNIDOS,4.660083816484554,-74.07470947835527,1
LOCALIDAD DISTRITO CAPITAL,4.647247334756764,-74.10914576596946,1
LOCALIDAD DISTRITO CAPITAL,4.6405703575960695,-74.11530239497249,1
LOCALIDAD BARRIOS UNIDOS,4.674532510545873,-74.08385018243908,1
LOCALIDAD ENGATIVA,4.6796211107601495,-74.10873533817083,1
LOCALIDAD DISTRITO CAPITAL,4.739567590625905,-74.02263559508948,1
LOCALIDAD RAFAEL URIBE URIBE,4.549824313108768,-74.1153061007056,1
LOCALIDAD SANTA FE,4.607692087565455,-74.0747776045118,1
LOCALIDAD USAQUEN,4.704026531577957,-74.04091496417077,1
LOCALIDAD KENNEDY,4.619830234743231,-74.13118518563601,1
LOCALIDAD KENNEDY,4.61672956645573,-74.15531257295135,1
LOCALIDAD ENGATIVA,4.7065860464374,-74.13740775951875,1
LOCALIDAD ANTONIO NARIÑO,4.586344279739781,-74.10290268186743,1
LOCALIDAD ENGATIVA,4.7085464942897115,-74.09280365063424,1
LOCALIDAD RAFAEL URIBE URIBE,4.579737875965903,-74.10044101756671,1
LOCALIDAD BOSA,4.622929348694617,-74.18922848690697,1
LOCALIDAD PUENTE ARANDA,4.597729886783549,-74.1150940669192,1
LOCALIDAD ENGATIVA,4.665722738516954,-74.11248524666566,1
LOCALIDAD TUNJUELITO,4.569437702358576,-74.13204845092287,1
LOCALIDAD TEUSAQUILLO,4.622559792959277,-74.07234240917268,1
LOCALIDAD PUENTE ARANDA,4.620242311604326,-74.10612356901436,1
LOCALIDAD BOSA,4.613990614272657,-74.21202830138655,1
LOCALIDAD ENGATIVA,4.70539519589031,-74.11828650678059,1
LOCALIDAD ENGATIVA,4.682482677929588,-74.09010562259459,1
LOCALIDAD ENGATIVA,4.6723684524894225,-74.08912698600123,1
LOCALIDAD ENGATIVA,4.672148039144107,-74.10764490196179,1
LOCALIDAD USAQUEN,4.692919626380159,-74.03500695267718,1
LOCALIDAD DISTRITO CAPITAL,4.701965690384625,-74.02895405484888,1
LOCALIDAD BOSA,4.607908586270458,-74.1851257728264,1
LOCALIDAD FONTIBON,4.650559809278498,-74.12499027449911,1
LOCALIDAD KENNEDY,4.6341956349912445,-74.16184582565846,1
LOCALIDAD KENNEDY,4.631661692059883,-74.13832865307515,1
LOCALIDAD KENNEDY,4.629006466215517,-74.15683959706628,1
LOCALIDAD ENGATIVA,4.658903829724345,-74.09943972279476,1
LOCALIDAD SAN CRISTOBAL,4.566385990621271,-74.0857106874785,1
LOCALIDAD SAN CRISTOBAL,4.542996766754344,-74.087831412663,1
LOCALIDAD LOS MARTIRES,4.606021569569888,-74.08401062591845,1
LOCALIDAD FONTIBON,4.664191884669494,-74.13983978805807,1
LOCALIDAD DISTRITO CAPITAL,4.653591502130288,-74.11166204872501,1
LOCALIDAD PUENTE ARANDA,4.598564595132789,-74.12444109313691,1
LOCALIDAD LOS MARTIRES,4.602713660037445,-74.09323668540348,1
LOCALIDAD BARRIOS UNIDOS,4.658439078279706,-74.06903207881668,1
LOCALIDAD TUNJUELITO,4.558409737898612,-74.12357047704336,1
LOCALIDAD BOSA,4.6299570151313745,-74.19633339314024,1
LOCALIDAD KENNEDY,4.647424230662042,-74.1726304870345,1
LOCALIDAD PUENTE ARANDA,4.59724070163009,-74.13662133685959,1
LOCALIDAD DISTRITO CAPITAL,4.764408884779713,-74.04383427997423,1
LOCALIDAD DISTRITO CAPITAL,4.610648801151898,-74.20853421221277,1
LOCALIDAD USAQUEN,4.702799143945692,-74.04294516467127,1
LOCALIDAD KENNEDY,4.616945095541191,-74.15399615245815,1
LOCALIDAD ENGATIVA,4.675317636520285,-74.10340362745346,1
LOCALIDAD SUBA,4.75717897930748,-74.0616696490049,1
LOCALIDAD ENGATIVA,4.706051198268884,-74.10779120789672,1
LOCALIDAD KENNEDY,4.631893756301198,-74.16589629084032,1
LOCALIDAD DISTRITO CAPITAL,4.646594314780382,-74.12947569299705,1
LOCALIDAD BOSA,4.59823208689862,-74.17944852971144,1
LOCALIDAD USAQUEN,4.686344120062989,-74.03538561020488,1
LOCALIDAD USAQUEN,4.687256997551039,-74.03487047882817,1
LOCALIDAD SAN CRISTOBAL,4.556438727800101,-74.08798575961875,1
LOCALIDAD BARRIOS UNIDOS,4.654535227694405,-74.07192204521866,1
LOCALIDAD TEUSAQUILLO,4.625223078907052,-74.0822731999759,1
LOCALIDAD PUENTE ARANDA,4.614293932932385,-74.09472745668111,1
LOCALIDAD ENGATIVA,4.682192903340833,-74.08986257832109,1
LOCALIDAD BOSA,4.59624752223761,-74.15323634686605,1
LOCALIDAD TUNJUELITO,4.578559892293016,-74.1279990652375,1
LOCALIDAD PUENTE ARANDA,4.615540147658828,-74.11458525360051,1
LOCALIDAD DISTRITO CAPITAL,4.6878888582755,-74.06044650907533,1
